Record Number, Time, Temperature (F), Pressure (mbar), Humidity (%), Wind Direction (Degrees), Wind Direction (String), Wind Speed (MPH), Wind Gust (MPH), Precipitation (Inches), Shortwave Radiation (W m^(-2)), Avg. RF Watts (W), Avg. RF Watts Frequency (MHz), Peak RF Watts (W), Frequency of RF Watts Peak (MHz), Peak RF Watts Frequency (MHz), Watts of RF Watts Frequency Peak (W), Avg. RF Density (W m^(-2)), Avg. RF Density Frequency (MHz), Peak RF Density (W m^(-2)), Frequency of RF Density Peak (MHz), Peak RF Density Frequency (MHz), Density of RF Density Frequency Peak (W m^(-2)), Avg. Total Density (W m^(-2)), Max Total Density (W m^(-2)), Avg. EF (V/m), Max EF (V/m), Avg. EMF (mG), Max EMF (mG),Station ID
867, 2020-05-25 18:58:12.862559,63.7,1016.1,33.5,326.2, NW,0.3,1.5,0,30,4.620704E-10,775.3,8E-09,1888,1889,4E-09,1.54929577465E-05,740.2,0.0004,1889,1889,0.0004,0,0,1975.2,2245.6,0.8,1,1
868, 2020-05-25 19:13:24.416922,63.3,1016.2,33.6,355.2, NNW,0.5,2.2,0,40,2.964648E-10,771.9,2E-09,1884,1884,1E-09,4.2253521127E-06,684.7,0.0001,1846,1884,0.0001,1.4084507042E-06,0.0001,1978.8,2226.4,0.9,1,1
869, 2020-05-25 19:28:35.986856,62.4,1016.2,37.1,312.3, NW,0.3,1.6,0,20,4.569014E-10,808.8,8E-09,1888,1888,8E-09,1.83098591549E-05,721.8,0.0008,1888,1888,0.0008,4.2253521127E-06,0.0001,2003.6,2245.6,0.8,1,1
870, 2020-05-25 19:43:46.597213,61.3,1016.2,37.6,314.1, NW,0,0,0,30,2.271268E-10,688.4,1E-09,1879,1879,1E-09,1.2676056338E-05,774.9,0.0002,1871,1882,0.0001,4.2253521127E-06,0.0001,1966.1,2233.6,0.7,1,1
871, 2020-05-25 19:58:57.182123,60.8,1016.3,38.1,314.7, NW,0,0,0,20,2.563099E-10,722.2,2E-09,1874,1874,2E-09,9.8591549296E-06,721.8,0.0003,1858,1866,0.0001,1.4084507042E-06,0.0001,1950.8,2226.4,0.7,0.9,1
872, 2020-05-25 20:14:08.857287,60.3,1016.2,38.6,314.7, NW,0,0,0,5,3.321972E-10,740.6,3E-09,1873,1884,2E-09,2.25352112676E-05,792.1,0.0003,1881,1884,0.0002,1.4084507042E-06,0.0001,1976.9,2224,0.7,0.9,1
873, 2020-05-25 20:29:18.991997,59.7,1016.3,38.3,315, NW,0,0.1,0,15,2.797887E-10,704.5,3E-09,1884,1884,3E-09,0,636,0,636,636,0,2.8169014085E-06,0.0001,1914.1,2224,0.6,0.8,1
874, 2020-05-25 20:44:29.990071,58.8,1016.2,40.9,315, NW,0,0,0,0,3.647465E-10,860.9,3E-09,1879,1884,2E-09,2.25352112676E-05,860.9,0.0003,1879,1884,0.0002,2.8169014085E-06,0.0001,1919.8,2170,0.5,0.7,1
875, 2020-05-25 20:59:40.954816,57.9,1016.3,42.7,314.7, NW,0,0,0,0,2.410563E-10,704,1E-09,1839,1853,1E-09,9.8591549296E-06,722.4,0.0002,1860,1882,0.0001,0,0,1846.6,2119.6,0.5,0.7,1
876, 2020-05-25 21:14:51.379924,57.2,1016.5,46,315, NW,0.1,0.7,0,0,3.881831E-10,859.5,3E-09,1873,1879,1E-09,1.40845070423E-05,774.2,0.0002,1873,1879,0.0001,2.8169014085E-06,0.0001,1811.6,2053.6,0.4,0.6,1
877, 2020-05-25 21:30:02.386210,56.7,1016.4,46.4,314.7, NW,0,0,0,0,3.169577E-10,721.8,3E-09,1874,1874,3E-09,1.40845070423E-05,738.9,0.0003,1874,1874,0.0003,2.8169014085E-06,0.0001,1789.4,2034.4,0.4,0.6,1
878, 2020-05-25 21:45:13.475686,55.4,1016.5,49.3,315, NW,0,0,0,0,5.333099E-10,775,1E-08,1880,1886,7.94E-10,3.66197183099E-05,792.5,0.001,1880,1886,0.0001,1.4084507042E-06,0.0001,1754.2,2060.8,0.3,0.6,1
879, 2020-05-25 22:00:24.792130,54.7,1016.6,51,314.1, NW,0,0,0,0,2.489014E-10,721.5,1E-09,1842,1865,1E-09,1.69014084507E-05,774.3,0.0003,1878,1886,0.0002,1.4084507042E-06,0.0001,1677.2,1938.4,0.3,0.6,1
880, 2020-05-25 22:15:35.887921,53.8,1016.6,51.9,315, NW,0,0,0,0,2.132254E-10,653,7.94E-10,1842,1842,7.94E-10,1.69014084507E-05,773.4,0.0003,1884,1884,0.0003,5.6338028169E-06,0.0002,1654.3,1900,0.2,0.5,1
881, 2020-05-25 22:30:46.403468,53.4,1016.8,54.4,315, NW,0,0.1,0,0,4.664366E-10,791.9,8E-09,1879,1885,3E-09,9.8591549296E-06,705.4,0.0003,1880,1880,0.0003,1.4084507042E-06,0.0001,1623.5,1898.8,0.1,0.3,1
882, 2020-05-25 22:45:56.639321,52.9,1016.8,54.9,315, NW,0,0.1,0,0,2.426901E-10,705.2,1E-09,1881,1881,1E-09,4.50704225352E-05,861,0.0013,1880,1884,0.0002,9.8591549296E-06,0.0001,1653.1,1900,0,0.2,1
883, 2020-05-25 23:01:07.336278,52.2,1016.8,55.3,314.1, NW,0,0,0,0,3.007183E-10,721.7,3E-09,1864,1879,2E-09,1.2676056338E-05,757.5,0.0002,1871,1882,0.0002,2.8169014085E-06,0.0001,1651.3,1878.4,0,0.1,1
884, 2020-05-25 23:16:18.695297,51.8,1016.8,56.2,303.1, WNW,0.3,1.9,0,0,2.734366E-10,706.1,2E-09,1876,1887,2E-09,3.52112676056E-05,809.7,0.0008,1880,1880,0.0008,1.4084507042E-06,0.0001,1553.6,1830.4,0,0.2,1
885, 2020-05-25 23:31:31.013154,52.5,1016.8,53.8,313.1, NW,0.3,3.6,0,0,5.005493E-10,756.8,1.3E-08,1880,1880,1.3E-08,1.54929577465E-05,774.1,0.0003,1862,1883,0.0001,1.4084507042E-06,0.0001,1617.5,1840,0,0.1,1
886, 2020-05-25 23:46:42.707594,51.6,1016.8,55.3,289.4, WNW,0.2,1.6,0,0,2.5309718E-09,738.5,1.58E-07,1880,1880,1.58E-07,5.6338028169E-06,670.4,0.0002,1854,1854,0.0002,4.2253521127E-06,0.0001,1566.9,1830.4,0,0.1,1
887, 2020-05-26 00:01:53.785555,50.5,1016.7,57.3,270.6, W,0,0,0,0,4.157042E-10,860.5,3E-09,1871,1888,3.16E-10,3.23943661972E-05,843.1,0.0013,1880,1888,0,7.0422535211E-06,0.0002,1565.6,1795.6,0,0,1
888, 2020-05-26 00:17:05.528114,49.6,1016.7,59.2,270, W,0,0,0,0,3.296338E-10,774.2,3E-09,1884,1887,1E-09,7.0422535211E-06,705.4,0.0003,1856,1887,0.0001,1.4084507042E-06,0.0001,1513.5,1841.2,0,0.2,1
889, 2020-05-26 00:32:16.397714,49.6,1016.5,58.5,280.4, W,0.2,2.5,0,0,3.722113E-10,757.1,3E-09,1882,1885,2E-09,1.97183098592E-05,757.1,0.0003,1882,1885,0.0002,0,0,1512.8,1784.8,0,0,1
890, 2020-05-26 00:47:27.676932,51.6,1016.5,53.6,327.4, NNW,0.5,4,0,0,7.159296E-10,861.3,1.6E-08,1881,1882,1E-09,7.0422535211E-06,721.7,0.0002,1842,1880,0.0001,1.4084507042E-06,0.0001,1521,1784.8,0,0,1
891, 2020-05-26 01:02:38.290894,51.6,1016.6,57.2,280.7, W,0.3,1.5,0,0,1.1620423E-09,791.3,5E-08,1880,1880,2E-09,7.74647887324E-05,705.2,0.005,1880,1880,0.005,2.8169014085E-06,0.0001,1617,1859.2,0,0,1
892, 2020-05-26 01:17:49.186454,49.6,1016.8,61.7,284.1, WNW,0,1.2,0,0,3.929155E-10,740.4,8E-09,1879,1886,3E-09,2.39436619718E-05,740.2,0.0005,1877,1885,0.0003,2.8169014085E-06,0.0001,1534,1889.2,0,0,1
893, 2020-05-26 01:33:00.167041,50.5,1016.6,56.3,1.4, N,1.6,4.3,0,20,3.749014E-10,722.5,5E-09,1880,1885,4E-09,1.40845070423E-05,738.7,0.0003,1866,1866,0.0003,5.6338028169E-06,0.0002,1514.3,1746.4,0,0,1
894, 2020-05-26 01:48:11.312438,49.8,1016.6,58.5,334.3, NNW,0.4,2.7,0,0,5.35338E-10,774.2,1.3E-08,1880,1881,3E-09,1.40845070423E-05,738.9,0.0003,1864,1875,0.0002,2.8169014085E-06,0.0001,1530.9,1765.6,0,0,1
895, 2020-05-26 02:03:22.444310,48.7,1016.4,62.1,300, WNW,0.2,1.5,0,0,6.464507E-10,930.3,4E-09,1863,1886,3E-09,4.64788732394E-05,895.5,0.0004,1863,1886,0.0003,4.2253521127E-06,0.0001,1492.8,1744,0,0,1
896, 2020-05-26 02:18:33.366633,48,1016.3,62.9,281.7, WNW,0.4,2.1,0,0,3.902394E-10,756.1,4E-09,1879,1879,4E-09,8.7323943662E-05,808.5,0.004,1880,1883,0.0003,4.2253521127E-06,0.0001,1453.1,1708,0,0,1
897, 2020-05-26 02:33:44.836184,47.5,1016.4,63.2,302, WNW,0.3,2.5,0,0,3.983803E-10,739.4,8E-09,1880,1880,8E-09,1.40845070423E-05,740.9,0.0004,1876,1880,0.0001,1.4084507042E-06,0.0001,1439,1667.2,0,0,1
898, 2020-05-26 02:48:56.725745,46.6,1016.2,64.6,315, NW,0,0.1,0,0,3.921549E-10,756.7,6E-09,1871,1888,1E-09,8.4507042254E-06,704.7,0.0002,1855,1871,0.0001,4.2253521127E-06,0.0001,1370.6,1612,0,0,1
899, 2020-05-26 03:04:08.053240,45.7,1016.2,67.1,314.4, NW,0,0.1,0,15,4.243662E-10,792.1,3E-09,1882,1882,3E-09,2.67605633803E-05,809,0.0003,1882,1882,0.0003,1.4084507042E-06,0.0001,1358.9,1573.6,0,0,1
900, 2020-05-26 03:19:19.543094,46.8,1016.2,62,351.7, NNW,0.1,1.3,0,0,5.140563E-10,792.3,8E-09,1880,1880,8E-09,2.25352112676E-05,790.8,0.0003,1879,1879,0.0003,5.6338028169E-06,0.0002,1371.1,1591.6,0,0,1
901, 2020-05-26 03:34:30.479550,47.1,1016.1,62.4,327.4, NNW,0.1,1.2,0,0,3.128873E-10,738.7,3E-09,1854,1884,6.31E-10,8.4507042254E-06,687.9,0.0003,1854,1884,0.0001,1.4084507042E-06,0.0001,1437.7,1705.6,0,0,1
902, 2020-05-26 03:49:42.042820,46.2,1016.1,63.9,314.4, NW,0,0.9,0,5,4.120282E-10,774.4,4E-09,1881,1881,4E-09,7.0422535211E-06,671.7,0.0003,1880,1880,0.0003,8.4507042254E-06,0.0002,1374.1,1669.6,0,0,1
903, 2020-05-26 04:04:52.946501,45.7,1016,66.2,288.8, WNW,0.2,1.5,0,20,4.671831E-10,809.1,3E-09,1843,1889,1E-09,1.54929577465E-05,722,0.0004,1881,1881,0.0004,1.4084507042E-06,0.0001,1379.2,1632.4,0,0,1
904, 2020-05-26 04:20:03.706414,45,1015.9,67.8,270.6, W,0.1,0.9,0,10,2.747606E-10,685.1,3E-09,1884,1884,3E-09,3.23943661972E-05,840.2,0.0004,1884,1884,0.0001,4.2253521127E-06,0.0001,1375.5,1584.4,0,0,1
905, 2020-05-26 04:35:14.586208,44.4,1016,69,270.6, W,0,0,0,0,3.390704E-10,773.3,3E-09,1858,1881,3E-09,2.8169014085E-06,687.5,0.0001,1836,1843,0,1.54929577465E-05,0.0002,1329,1555.6,0,0,1
906, 2020-05-26 04:50:25.917568,43.7,1016,71.3,270.6, W,0,0,0,10,3.410423E-10,757.7,3E-09,1874,1888,3.16E-10,1.97183098592E-05,757.7,0.0003,1851,1888,0,4.2253521127E-06,0.0001,1337.9,1590.4,0,0,1
907, 2020-05-26 05:05:36.474966,43.5,1016,74.1,277.2, W,0,0,0,0,3.952254E-10,757.6,5E-09,1863,1888,1E-09,2.11267605634E-05,774.6,0.0005,1863,1888,0.0001,4.2253521127E-06,0.0001,1320.8,1535.2,0,0,1
908, 2020-05-26 05:20:46.881368,44.8,1016.1,68.4,346.1, NNW,0.2,1.5,0,0,4.04169E-10,776.5,3E-09,1871,1884,2E-09,2.95774647887E-05,828,0.0003,1868,1884,0.0002,5.6338028169E-06,0.0002,1333.7,1610.8,0,0,1
909, 2020-05-26 05:35:58.830463,44.8,1016.4,69.4,326.6, NNW,0,0,0,0,4.205211E-10,750.9,4E-09,1881,1881,4E-09,2.11267605634E-05,720.4,0.0004,1881,1881,0.0004,5.6338028169E-06,0.0002,1370.4,1630,0,0,1
910, 2020-05-26 05:51:09.537606,45.1,1016.5,68.3,331.2, NNW,0.6,2.2,0,0,5.856479E-10,878.4,4E-09,1864,1884,5.01E-10,3.52112676056E-05,827.2,0.0004,1864,1881,0.0004,4.2253521127E-06,0.0001,1397,1631.2,0,0,1
911, 2020-05-26 06:06:20.845143,45.9,1016.6,67.8,1.8, N,1.4,3.4,0,0,2.543099E-10,752.5,1E-09,1836,1877,3.98E-10,1.12676056338E-05,770.6,0.0002,1871,1883,0.0001,0,0,1430.2,1705.6,0,0,1
912, 2020-05-26 06:21:31.562504,46.4,1016.7,66.1,356.5, NNW,0.5,1.9,0,5,2.873239E-10,688.6,3E-09,1884,1884,3E-09,2.11267605634E-05,757.4,0.0004,1884,1884,0.0003,7.0422535211E-06,0.0001,1425.8,1650.4,0,0,1
913, 2020-05-26 06:36:42.952413,46.9,1016.8,67.5,307.8, NW,0.3,1.5,0,20,3.874085E-10,791.9,3E-09,1847,1884,5.01E-10,3.0985915493E-05,809.8,0.0006,1884,1884,0.0006,1.4084507042E-06,0.0001,1466.1,1708,0,0,1
914, 2020-05-26 06:51:55.191339,46.6,1016.9,68.7,255.5, WSW,0.1,1.2,0,40,7.188873E-10,874.2,1E-08,1880,1884,5E-09,4.92957746479E-05,826.7,0.001,1880,1884,0.0005,4.2253521127E-06,0.0001,1437.2,1688.8,0,0,1
915, 2020-05-26 07:07:06.007518,47.3,1017.1,68.5,265.2, W,0.4,1.8,0,65,4.053099E-10,809.5,3E-09,1859,1886,3E-09,3.52112676056E-05,896.1,0.0003,1859,1886,0.0003,0,0,1450.5,1688.8,0,0,1
916, 2020-05-26 07:22:17.430477,48.6,1017.2,67.4,186.1, S,0.1,0.7,0,45,4.229437E-10,808.3,3E-09,1871,1882,2E-09,1.69014084507E-05,756.8,0.0003,1871,1882,0.0002,4.2253521127E-06,0.0001,1518.5,1763.2,0,0,1
917, 2020-05-26 07:37:28.976708,50.5,1017.3,64,347.5, NNW,0,0.6,0,125,4.492254E-10,705.9,1.3E-08,1880,1882,2E-09,1.83098591549E-05,756.8,0.0003,1855,1882,0.0002,4.2253521127E-06,0.0001,1558,1840,0,0,1
918, 2020-05-26 07:52:40.142186,54.3,1017.3,52.6,335.6, NNW,0.7,2.2,0,190,3.647042E-10,739.5,3E-09,1866,1881,1E-09,2.11267605634E-05,705.2,0.0008,1880,1880,0.0008,2.8169014085E-06,0.0001,1626.1,1900,0,0,1
919, 2020-05-26 08:07:51.056833,56.7,1017.1,47.7,5.2, N,2,4.9,0,205,5.187746E-10,808.4,8E-09,1880,1880,3E-09,-0.943629577464789,774.9,0.0008,1880,1880,0.0003,4.2253521127E-06,0.0001,1760.2,2033.2,0,0.2,1
920, 2020-05-26 08:23:02.037517,58.5,1017.2,47.7,352, NNW,1,3.6,0,245,4.205775E-10,775,3E-09,1882,1882,3E-09,2.67605633803E-05,808.9,0.0003,1882,1882,0.0003,5.6338028169E-06,0.0002,1829.3,2093.2,0.2,0.5,1
921, 2020-05-26 08:38:12.787710,59.5,1017.5,48.4,328.2, NNW,0.3,1.9,0,140,3.443803E-10,773.2,3E-09,1879,1879,3E-09,1.83098591549E-05,773.4,0.0003,1879,1879,0.0003,2.8169014085E-06,0.0001,1850,2129.2,0.4,0.6,1
922, 2020-05-26 08:53:25.251086,59.5,1017.7,50.2,317.4, NW,0.4,2.5,0,165,3.432254E-10,740.2,2E-09,1885,1885,2E-09,1.54929577465E-05,739.3,0.0003,1848,1885,0.0002,5.6338028169E-06,0.0002,1887.2,2128,0.5,0.7,1
923, 2020-05-26 09:08:35.851130,59.5,1017.7,48.8,335.7, NNW,0.4,2.2,0,155,5.084789E-10,813.8,8E-09,1880,1888,1E-09,3.80281690141E-05,831,0.0008,1880,1888,0.0001,4.2253521127E-06,0.0001,1840.4,2092,0.5,0.7,1
924, 2020-05-26 09:23:47.238655,59.9,1017.7,51.2,321.9, NW,0.4,4.3,0,155,2.527042E-10,687.5,3E-09,1880,1880,3E-09,5.6338028169E-06,687.5,0.0003,1880,1880,0.0003,7.0422535211E-06,0.0001,1884.1,2167.6,0.6,0.8,1
925, 2020-05-26 09:38:57.393355,59.2,1017.8,53.7,331.1, NNW,0.7,2.2,0,145,2.74507E-10,791.1,1E-09,1856,1887,1E-09,1.40845070423E-05,791.3,0.0002,1844,1883,0.0002,2.8169014085E-06,0.0001,1842.9,2185.6,0.5,0.7,1
926, 2020-05-26 09:54:09.127839,59.2,1017.9,53.5,348.5, NNW,1.1,4,0,165,2.837887E-10,705.1,2E-09,1843,1881,2E-09,2.11267605634E-05,775.3,0.0003,1848,1885,0.0002,4.2253521127E-06,0.0002,1836.6,2092,0.5,0.7,1
927, 2020-05-26 10:09:20.277640,58.6,1018.1,55.9,333.1, NNW,0.4,1.9,0,150,3.346338E-10,791.4,3E-09,1873,1874,7.94E-10,1.54929577465E-05,774.6,0.0003,1873,1880,0.0001,3.0985915493E-05,0.0009,1828.4,2110,0.5,0.7,1
928, 2020-05-26 10:24:30.473872,60.4,1017.7,54.1,358.1, NNW,0.5,2.1,0,315,3.526338E-10,791.6,3E-09,1881,1882,1E-09,1.40845070423E-05,740.1,0.0003,1881,1888,0.0001,3.52112676056E-05,0.0009,1868.5,2185.6,0.5,0.6,1
929, 2020-05-26 10:39:41.821182,63.5,1017.6,49.2,242.5, WSW,0.2,2.4,0,525,3.026479E-10,739.5,2E-09,1878,1878,2E-09,4.2253521127E-06,670.7,0.0002,1878,1878,0.0002,4.2253521127E-06,0.0001,1914.8,2174.8,0.6,0.8,1
930, 2020-05-26 10:54:52.246857,66.2,1017.6,47.7,285.6, WNW,0.6,1.9,0,395,3.434648E-10,825.4,2E-09,1875,1881,3.16E-10,2.39436619718E-05,893.3,0.0002,1875,1881,0,0,0,1967.5,2226.4,0.7,0.9,1
931, 2020-05-26 11:10:04.225468,69.4,1017.6,43.2,321.8, NW,0.8,2.8,0,445,3.952535E-10,805.1,3E-09,1859,1884,3E-09,4.2253521127E-06,684.1,0.0001,1849,1887,0.0001,5.6338028169E-06,0.0001,1971,2218,1,1.3,1
932, 2020-05-26 11:25:15.487295,70,1017.5,38.8,325.9, NW,1,3.3,0,410,6.662958E-10,791.4,1E-08,1880,1884,8E-09,7.0422535211E-06,687.5,0.0003,1872,1872,0.0003,4.2253521127E-06,0.0001,1971.1,2245.6,1.2,1.4,1
933, 2020-05-26 11:40:27.854289,67.8,1017.4,40.3,348.9, NNW,1.1,3.6,0,310,3.422817E-10,705.9,8E-09,1881,1884,1E-09,1.69014084507E-05,705.4,0.0008,1881,1881,0.0008,2.8169014085E-06,0.0001,2001.5,2245.6,1.4,1.5,1
934, 2020-05-26 11:55:39.721805,68.4,1017.2,40.9,358.5, NNW,1.5,3.9,0,415,3.042817E-10,739.6,3E-09,1858,1880,1E-09,1.2676056338E-05,740,0.0002,1873,1886,0.0002,0,0,1938.8,2225.2,1.3,1.6,1
935, 2020-05-26 12:10:50.939433,70.5,1017.2,41.5,352.2, NNW,1.3,3.1,0,375,3.121268E-10,757.7,2E-09,1871,1884,2E-09,1.54929577465E-05,757.2,0.0002,1871,1881,0.0001,1.4084507042E-06,0.0001,1980.3,2243.2,1.4,1.6,1
936, 2020-05-26 12:26:02.260153,72.9,1016.9,38.6,313.7, NW,0.7,3.1,0,715,2.672113E-10,723,2E-09,1856,1881,2E-09,1.40845070423E-05,757,0.0003,1881,1881,0.0002,2.8169014085E-06,0.0001,1989.8,2228.8,1.4,1.6,1
937, 2020-05-26 12:41:14.145172,73,1017,36.8,331.9, NNW,0.8,2.8,0,445,2.680704E-10,740.4,2E-09,1875,1878,2E-10,4.2253521127E-06,688.4,0.0002,1878,1878,0,2.8169014085E-06,0.0001,1994.9,2226.4,1.6,1.8,1
938, 2020-05-26 12:56:26.250111,74.1,1016.7,34.2,286.8, WNW,1.1,3.1,0,255,2.180986E-10,690.5,1E-09,806,1881,1E-09,7.0422535211E-06,708.4,0.0001,806,1881,0.0001,4.2253521127E-06,0.0001,1992.2,2245.6,1.7,1.9,1
939, 2020-05-26 13:11:38.586984,73.8,1016.8,33.9,314.3, NW,0.6,2.2,0,515,2.287042E-10,722.5,2E-09,1876,1882,1E-09,4.2253521127E-06,687.7,0.0002,1876,1876,0.0002,4.2253521127E-06,0.0001,2020.8,2245.6,1.8,1.9,1
940, 2020-05-26 13:26:51.538689,80.2,1016.6,31,289.6, WNW,0.9,2.1,0,1305,1.909577E-10,656.5,1E-09,912,1864,1E-09,9.8591549296E-06,760.3,0.0001,1880,1880,0.0001,4.2253521127E-06,0.0001,1991.1,2267.2,1.9,2.1,1
941, 2020-05-26 13:42:04.492011,80.4,1016.3,25.9,311.7, NW,1.3,4.9,0,460,2.095352E-10,720.3,1E-09,1866,1866,1E-09,9.8591549296E-06,755.3,0.0001,1876,1879,0.0001,1.4084507042E-06,0.0001,1985.1,2264.8,2.1,2.3,1
942, 2020-05-26 13:57:17.544650,78.1,1016.2,28.2,347.7, NNW,1,3.6,0,590,1.709577E-10,684.8,7.94E-10,1856,1856,7.94E-10,1.83098591549E-05,788.5,0.0005,1880,1884,0.0001,1.4084507042E-06,0.0001,1969.4,2245.6,2.2,2.3,1
943, 2020-05-26 14:12:30.564957,80.8,1016,25.2,4, N,1.6,4,0,500,3.305211E-10,720.3,1E-08,1880,1881,1E-09,4.2253521127E-06,719.6,0.0001,1837,1876,0,4.2253521127E-06,0.0002,1989.2,2243.2,2.2,2.4,1
944, 2020-05-26 14:27:43.637664,81.9,1015.9,24.1,343.4, NNW,1.5,4.3,0,425,1.782676E-10,698.5,1E-09,1871,1871,1E-09,8.4507042254E-06,715.9,0.0002,1869,1869,0.0002,0,0,1981,2245.6,2.3,2.4,1
945, 2020-05-26 14:42:56.107670,78.3,1015.8,26.9,332.8, NNW,0.9,4,0,395,2.130282E-10,681.1,2E-09,1879,1879,2E-09,1.40845070423E-05,802.7,0.0002,1879,1887,0.0002,2.8169014085E-06,0.0001,1922.5,2245.6,2.3,2.5,1
946, 2020-05-26 14:58:08.839354,76.3,1015.6,30.5,336.1, NNW,0.7,5.4,0,220,2.098169E-10,738,2E-09,1873,1880,7.94E-10,2.95774647887E-05,895.4,0.0002,1879,1882,0.0002,2.8169014085E-06,0.0001,1927.3,2188,2.2,2.4,1
947, 2020-05-26 15:13:21.262186,74.1,1015.7,29.2,345.6, NNW,0.7,2.8,0,505,3.297606E-10,824.5,2E-09,1859,1876,7.94E-10,9.8591549296E-06,721.2,0.0002,1857,1857,0.0002,0,0,1956.1,2204.8,2.1,2.5,1
948, 2020-05-26 15:28:34.469006,73.6,1015.6,30.6,342.5, NNW,0.9,3.1,0,195,1.877887E-10,685.6,2E-09,1882,1882,2E-09,1.12676056338E-05,774.5,0.0002,1882,1882,0.0002,5.6338028169E-06,0.0001,1948.1,2225.2,2,2.2,1
949, 2020-05-26 15:43:47.606764,73.4,1015.6,30.3,348.4, NNW,1.3,4.3,0,135,2.118028E-10,701.4,2E-09,1856,1879,1E-09,1.12676056338E-05,667.2,0.0006,1881,1881,0.0006,2.8169014085E-06,0.0001,1931.2,2226.4,1.9,2.1,1
950, 2020-05-26 15:59:00.938009,73,1015.5,29,1.5, N,1.8,5.7,0,105,2.049577E-10,704.5,1E-09,1884,1884,1E-09,1.2676056338E-05,756.7,0.0002,1872,1884,0.0001,0,0,1988.8,2233.6,1.9,2.1,1
951, 2020-05-26 16:14:13.663409,73,1015.5,29.5,357.1, NNW,1.3,4.5,0,115,3.152958E-10,758.2,2E-09,1882,1884,2E-09,3.23943661972E-05,878.5,0.0003,1876,1884,0.0003,2.8169014085E-06,0.0001,1960.4,2207.2,1.9,2,1
952, 2020-05-26 16:29:26.672378,73.4,1015.4,29.2,322.6, NW,0.9,3.1,0,110,2.730986E-10,756.4,2E-09,1878,1880,1E-09,5.6338028169E-06,687,0.0002,1883,1883,0.0002,1.4084507042E-06,0.0001,1933.3,2224,1.9,2,1
953, 2020-05-26 16:44:39.284601,72.1,1015.3,27.9,337.9, NNW,1.1,4.3,0,60,3.977465E-10,826.6,3E-09,1873,1883,2E-09,2.53521126761E-05,758.4,0.0008,1880,1883,0.0002,4.2253521127E-06,0.0002,1875.9,2167.6,1.8,2,1
954, 2020-05-26 16:59:51.563461,70.9,1015.2,28.9,347.5, NNW,1,3.9,0,50,3.513099E-10,773.5,3E-09,1846,1884,2E-09,2.11267605634E-05,807.4,0.0003,1846,1881,0.0002,1.4084507042E-06,0.0001,1873.7,2185.6,1.7,1.9,1
955, 2020-05-26 17:15:03.945296,70.2,1015.1,30.2,257.5, WSW,0.7,2.2,0,30,3.306338E-10,774.1,5E-09,1888,1888,5E-09,1.83098591549E-05,791.5,0.0005,1888,1888,0.0005,0,0,1848.9,2092,1.6,1.9,1
956, 2020-05-26 17:30:16.012027,70.2,1015,29.8,332, NNW,1,3.7,0,45,3.247746E-10,791.6,2E-09,1874,1874,1E-09,9.8591549296E-06,756.8,0.0002,1874,1877,0.0001,2.8169014085E-06,0.0001,1820,2089.6,1.6,1.7,1
957, 2020-05-26 17:45:27.588357,69.6,1015,30.7,231.9, SW,0.5,1.6,0,20,2.883803E-10,791.2,2E-09,1882,1886,1E-09,2.11267605634E-05,826.6,0.0003,1878,1886,0.0001,1.4084507042E-06,0.0001,1843.9,2082.4,1.5,1.7,1
958, 2020-05-26 18:00:39.700252,69.4,1014.9,31.8,306.4, NW,0.3,1.5,0,35,3.87E-10,791.7,5E-09,1880,1886,2E-09,2.11267605634E-05,774.3,0.0005,1880,1886,0.0002,0,0,1804.4,2082.4,1.4,1.7,1
959, 2020-05-26 18:15:51.082862,69.3,1014.7,31.2,266.9, W,0.2,1.3,0,20,3.188732E-10,790.6,3E-09,1883,1883,3E-09,2.25352112676E-05,842.9,0.0003,1883,1885,0.0001,5.6338028169E-06,0.0001,1751.4,2034.4,1.3,1.5,1
960, 2020-05-26 18:31:02.770815,69.3,1014.6,30.7,292.8, WNW,0.3,2.4,0,25,3.215775E-10,792,3E-09,1856,1887,1E-09,1.2676056338E-05,774.5,0.0003,1856,1887,0.0001,1.4084507042E-06,0.0001,1751,2015.2,1.3,1.5,1
961, 2020-05-26 18:46:13.672792,70,1014.6,30.1,353.1, NNW,1.3,3.1,0,25,4.087324E-10,740.2,1.3E-08,1880,1884,1E-09,4.78873239437E-05,792.4,0.0013,1880,1881,0.0002,2.8169014085E-06,0.0001,1739.7,2072.8,1.3,1.5,1
962, 2020-05-26 19:01:25.559556,69.4,1014.6,29.3,296.2, WNW,0.5,2.5,0,20,1.8564085E-09,809.6,1E-07,1880,1887,5.01E-10,1.12676056338E-05,738.9,0.0003,1871,1871,0.0003,1.4084507042E-06,0.0001,1731.4,2083.6,1.4,1.5,1
963, 2020-05-26 19:16:36.930680,69.4,1014.5,29.2,0.6, N,0.9,3,0,15,4.930141E-10,809.2,8E-09,1880,1882,4E-09,3.80281690141E-05,861,0.0008,1880,1882,0.0004,4.2253521127E-06,0.0001,1724.9,1975.6,1.4,1.6,1
964, 2020-05-26 19:31:47.737483,68.5,1014.4,31.2,341.4, NNW,0.1,1.5,0,20,2.593944E-10,700.4,3E-09,1883,1883,3E-09,7.0422535211E-06,704.2,0.0002,1859,1862,0.0001,4.2253521127E-06,0.0002,1655.5,1919.2,1.3,1.6,1
